incident_id,date,province,attack_type,sector,severity,victims_count,financial_loss_idr,is_resolved,response_time_hours,source
INC-000077,2024-05-16,Sulawesi Tenggara,SQL Injection,Energi,Medium,964,2451360420.0,False,1.0,Laporan Publik
INC-000580,2021-03-22,Lampung,Cryptojacking,Telekomunikasi,Low,3,10851465.0,True,24.0,Kominfo
INC-000718,2023-09-13,Jawa Tengah,Malware,Fintech,Low,31,100358098.0,True,63.0,Kominfo
INC-001485,2023-07-31,Jawa Barat,Data Breach,Pemerintahan,High,7413,46726918875.0,False,78.0,Laporan Publik
INC-000571,2023-11-06,Riau,Data Breach,Asuransi,High,6511,172510214645.0,False,43.0,Kepolisian
INC-001081,2023-12-15,Jawa Timur,Phishing,Telekomunikasi,Critical,86205,8166674639550.0,True,34.0,Kepolisian
INC-001298,2023-01-21,Jawa Barat,Data Breach,Telekomunikasi,High,4282,,True,1.0,Laporan Publik
INC-000088,2024-01-25,Jawa Timur,Social Engineering,E-Commerce,Critical,88502,4788688341500.0,True,,BSSN
INC-000093,2022-08-10,Sulawesi Utara,Ransomware,Manufaktur,Critical,31783,3048189297240.0,False,70.0,BSSN
INC-001098,2021-06-27,Jawa Timur,Phishing,Kesehatan,High,1777,85919771425.0,True,2.0,Kepolisian
INC-001006,2023-07-28,Jawa Tengah,Data Breach,Ritel,Critical,77095,163468383250.0,True,80.0,Kepolisian
INC-000896,2024-01-19,Jawa Tengah,Malware,Pemerintahan,Low,69,557559399.0,True,112.0,Kepolisian
INC-000064,2022-11-10,Sumatera Barat,DDoS,UMKM,High,9952,299819574880.0,True,66.0,BSSN
INC-001205,2022-11-22,Jawa Tengah,Data Breach,Asuransi,Critical,65094,3561322032300.0,True,6.0,Kominfo
INC-000324,2024-08-25,Gorontalo,Cryptojacking,Telekomunikasi,Medium,287,2262315958.0,False,33.0,Kepolisian
INC-000952,2020-06-16,Sulawesi Barat,DDoS,Pemerintahan,High,4280,36150827400.0,True,15.0,Kominfo
INC-001185,2021-03-31,DKI Jakarta,Ransomware,Energi,Critical,48850,3791460509000.0,True,42.0,Kominfo
INC-001104,2022-11-21,Sumatera Utara,Phishing,Asuransi,Low,23,123907141.0,False,58.0,BSSN
INC-000031,2021-10-12,Nusa Tenggara Barat,Ransomware,Kesehatan,High,6794,51778466770.0,True,51.0,BSSN
INC-000387,2021-10-23,DKI Jakarta,Business Email Compromise,Fintech,Medium,796,3999256036.0,True,12.0,BSSN
INC-000886,2022-11-03,Sumatera Barat,Phishing,Transportasi,Medium,617,3859015394.0,True,5.0,Kepolisian
INC-000901,2021-10-19,Bangka Belitung,Man-in-the-Middle,Energi,High,8061,37028445330.0,False,32.0,Kepolisian
INC-000815,2022-05-26,Banten,DDoS,Manufaktur,Low,43,72244128.0,False,7.0,Kominfo
INC-000700,2023-08-03,Jawa Timur,DDoS,Telekomunikasi,High,2122,99358533320.0,False,97.0,Kepolisian
INC-000434,2024-06-15,Kalimantan Tengah,DDoS,Pemerintahan,Medium,368,58155408.0,True,146.0,Laporan Publik
INC-001076,2022-07-08,Papua Barat,DDoS,Energi,Medium,782,6033839274.0,True,131.0,Laporan Publik
INC-000092,2022-05-23,Banten,Credential Stuffing,Asuransi,Medium,567,2786790258.0,True,32.0,Kepolisian
INC-000390,2021-03-09,Sumatera Barat,Ransomware,E-Commerce,Critical,27745,2741859949650.0,True,12.0,Kominfo
INC-001118,2022-07-29,Kalimantan Barat,Ransomware,Kesehatan,Low,50,464964000.0,True,3.0,Kominfo
INC-000131,2021-12-04,Jawa Barat,DDoS,Kesehatan,High,4244,28294472140.0,True,71.0,Kepolisian
INC-001308,2021-11-22,Jawa Tengah,Phishing,Perbankan,Low,46,344872994.0,False,61.0,Kepolisian
INC-000153,2024-09-23,Jawa Tengah,SQL Injection,Manufaktur,High,2910,124898684100.0,False,2.0,Laporan Publik
INC-001299,2023-07-08,Jawa Tengah,Zero-Day Exploit,Pemerintahan,High,7073,114749522800.0,True,57.0,BSSN
INC-001052,2022-09-10,Maluku,Ransomware,Transportasi,Medium,104,700653824.0,True,32.0,BSSN
INC-000173,2021-03-16,Jawa Timur,Social Engineering,Manufaktur,High,4612,13101838780.0,True,93.0,BSSN
INC-000377,2022-06-17,Sumatera Utara,Social Engineering,Telekomunikasi,Medium,318,,True,28.0,BSSN
INC-001075,2023-04-28,Riau,Phishing,Ritel,High,6939,244306577250.0,False,41.0,Kominfo
INC-000184,2022-10-04,DKI Jakarta,Insider Threat,Perbankan,Medium,615,5434967175.0,False,53.0,Kepolisian
INC-000512,2022-10-28,Jawa Barat,Insider Threat,E-Commerce,High,1188,51544243080.0,True,86.0,Kominfo
INC-001036,2021-04-25,Sulawesi Utara,Social Engineering,Media,Medium,452,117875272.0,False,15.0,Laporan Publik
INC-000137,2023-02-11,DKI Jakarta,DDoS,Pendidikan,Medium,142,805416048.0,True,48.0,Kominfo
INC-000279,2024-12-01,Jawa Barat,Social Engineering,Pendidikan,Medium,775,5568322300.0,True,25.0,Kominfo
INC-000015,2021-06-23,Banten,DDoS,Ritel,High,8727,189502223325.0,True,79.0,Kepolisian
INC-000619,2024-11-21,Riau,Data Breach,UMKM,High,9380,322839151600.0,True,17.0,Kepolisian
INC-000656,2022-05-29,Jawa Tengah,Data Breach,Perbankan,Critical,57221,159841141400.0,True,33.0,BSSN
INC-000337,2022-02-13,Jawa Barat,Phishing,Media,Low,31,38453671.0,True,35.0,BSSN
INC-000912,2021-01-10,Sulawesi Tenggara,Data Breach,Energi,High,3674,25013841160.0,True,156.0,Kominfo
INC-000435,2022-07-30,Jawa Timur,Phishing,Telekomunikasi,Medium,659,5508766838.0,False,,Kominfo
INC-001038,2021-04-25,Jawa Barat,Phishing,Telekomunikasi,Medium,795,6120305910.0,True,6.0,Laporan Publik
INC-000201,2022-02-22,Kalimantan Utara,Malware,Media,Low,14,102570440.0,True,4.0,Kominfo
INC-000734,2022-09-16,DKI Jakarta,Malware,Pemerintahan,Medium,796,7609160612.0,False,83.0,BSSN
INC-000641,2022-04-11,Kalimantan Utara,Data Breach,UMKM,Medium,246,1798911408.0,True,70.0,Kepolisian
INC-001005,2022-08-25,Jawa Tengah,Ransomware,Manufaktur,High,3763,154724117675.0,False,15.0,BSSN
INC-001445,2023-03-09,Banten,Phishing,E-Commerce,High,527,3990567845.0,True,19.0,Kominfo
INC-000095,2023-05-19,DKI Jakarta,Malware,Telekomunikasi,Medium,951,3334124214.0,True,105.0,BSSN
INC-000357,2022-03-17,Kalimantan Tengah,SQL Injection,Telekomunikasi,Medium,421,3903371807.0,True,14.0,BSSN
INC-001366,2021-06-01,Jawa Barat,Phishing,Telekomunikasi,Medium,40,339732080.0,True,45.0,BSSN
INC-000794,2022-01-24,Maluku,Data Breach,Ritel,Medium,76,321125764.0,False,83.0,Laporan Publik
INC-000953,2024-03-28,Kalimantan Utara,Man-in-the-Middle,Manufaktur,Critical,38030,200224907600.0,True,3.0,BSSN
INC-000331,2023-10-18,Nusa Tenggara Barat,DDoS,Pendidikan,High,8321,394190192135.0,True,4.0,Kominfo
INC-000534,2024-02-17,Jawa Barat,Business Email Compromise,Media,Low,70,262239390.0,True,15.0,Kepolisian
INC-000464,2023-08-22,Jawa Barat,Ransomware,Manufaktur,Critical,25142,2164671139020.0,True,10.0,BSSN
INC-000495,2024-08-09,Jawa Barat,Social Engineering,Manufaktur,Medium,960,2765372160.0,True,39.0,Kominfo
INC-000991,2023-03-14,Jawa Tengah,Zero-Day Exploit,Ritel,Critical,42340,542883480000.0,True,1.0,Kepolisian
INC-000725,2023-04-19,Aceh,Ransomware,Transportasi,Critical,98151,8025505946430.0,False,2.0,Kepolisian
INC-001417,2023-01-19,Sumatera Utara,Business Email Compromise,Manufaktur,Medium,632,3396388856.0,True,20.0,BSSN
INC-001073,2022-12-09,Banten,Data Breach,E-Commerce,Critical,18040,411840752400.0,False,26.0,Kominfo
INC-001032,2023-01-17,DKI Jakarta,Malware,Fintech,High,4399,117847032495.0,False,0.0,BSSN
INC-000814,2021-10-21,Sumatera Selatan,SQL Injection,Kesehatan,Medium,238,1035049862.0,True,76.0,Laporan Publik
INC-000735,2022-06-27,Banten,DDoS,Transportasi,Medium,858,,True,54.0,Kepolisian
INC-001122,2023-03-24,Kalimantan Utara,Data Breach,Fintech,High,1771,88496648625.0,False,16.0,BSSN
INC-000044,2020-12-21,Jawa Barat,Phishing,Perbankan,Medium,746,6895066136.0,True,,Kominfo
INC-001010,2023-06-24,Jawa Timur,Phishing,Telekomunikasi,Medium,869,382817094.0,True,28.0,Laporan Publik
INC-000147,2024-01-15,Jawa Timur,Ransomware,Media,Low,3,12243144.0,False,33.0,Kominfo
INC-000203,2024-11-24,Papua Barat,DDoS,Kesehatan,Critical,95488,5353796357120.0,False,38.0,Kominfo
INC-000590,2022-10-30,DKI Jakarta,Ransomware,Asuransi,Critical,76117,1604324098360.0,True,102.0,BSSN
INC-000252,2024-08-01,Kalimantan Selatan,Malware,Media,Medium,112,995655808.0,False,1.0,Kominfo
INC-001423,2022-11-01,Bangka Belitung,Ransomware,UMKM,Critical,99694,7256287606400.0,False,1.0,BSSN
INC-000132,2023-05-27,DKI Jakarta,Social Engineering,Pemerintahan,Low,65,502152105.0,True,18.0,Kominfo
INC-000610,2021-10-19,Jawa Barat,Credential Stuffing,Transportasi,Medium,148,343054972.0,True,,Laporan Publik
INC-000300,2024-09-19,Gorontalo,Malware,Manufaktur,Medium,640,4615619200.0,True,58.0,Kominfo
INC-001424,2022-08-08,Jawa Timur,Data Breach,Energi,High,9991,7595907525.0,True,5.0,Kepolisian
INC-001476,2021-12-18,Bali,Social Engineering,Pemerintahan,Medium,26,167993618.0,True,11.0,BSSN
INC-000805,2022-07-23,Jawa Timur,SQL Injection,Asuransi,High,6229,70197186035.0,False,37.0,Laporan Publik
INC-000717,2024-09-12,DKI Jakarta,Social Engineering,Fintech,Low,75,630520950.0,False,6.0,BSSN
INC-000356,2022-10-28,DKI Jakarta,Malware,Ritel,Medium,234,2268991062.0,True,4.0,Laporan Publik
INC-001363,2023-02-14,Papua Barat,Malware,Kesehatan,Low,97,756730853.0,True,29.0,Laporan Publik
INC-000257,2022-08-12,DKI Jakarta,DDoS,Perbankan,Medium,790,152382310.0,True,2.0,Kominfo
INC-000662,2022-03-26,Jawa Barat,Data Breach,Ritel,High,9864,396790398360.0,False,91.0,Kepolisian
INC-001200,2022-01-12,DKI Jakarta,Ransomware,Transportasi,Medium,348,842700792.0,False,,Kepolisian
INC-000565,2021-12-06,Papua Barat,DDoS,Media,High,9732,180770050920.0,False,52.0,BSSN
INC-000368,2022-12-23,Riau,Ransomware,Kesehatan,Critical,24396,2266800936360.0,True,32.0,BSSN
INC-001079,2024-05-19,Kepulauan Riau,DDoS,E-Commerce,High,6276,86224865700.0,True,4.0,BSSN
INC-001378,2024-07-28,Bangka Belitung,Business Email Compromise,Manufaktur,Medium,922,,False,24.0,BSSN
INC-000920,2024-08-02,Kepulauan Riau,Malware,Kesehatan,High,1623,73562499345.0,True,14.0,Laporan Publik
INC-000246,2022-07-21,Kepulauan Riau,Credential Stuffing,Manufaktur,Medium,584,2377570872.0,True,25.0,Kepolisian
INC-001093,2021-12-01,Papua,Phishing,Manufaktur,Medium,26,53163266.0,False,160.0,Kepolisian
INC-000525,2021-11-21,DI Yogyakarta,Man-in-the-Middle,Media,Medium,739,6128838119.0,False,212.0,Kepolisian
INC-001274,2023-11-15,Jawa Tengah,Phishing,Ritel,Low,36,247669092.0,False,6.0,Kepolisian
INC-000484,2023-06-04,Kalimantan Selatan,Social Engineering,Media,Medium,624,1501748352.0,True,0.0,Laporan Publik
INC-001403,2020-06-23,Jawa Tengah,Man-in-the-Middle,Pendidikan,Low,3,4315854.0,False,38.0,Laporan Publik
INC-000399,2021-05-26,DI Yogyakarta,Malware,Pemerintahan,Medium,589,1917999574.0,True,65.0,Laporan Publik
INC-000931,2021-09-16,Jawa Barat,Data Breach,Pendidikan,Medium,537,5113893960.0,True,87.0,Kepolisian
INC-000255,2023-02-09,Bangka Belitung,Phishing,Telekomunikasi,Medium,893,7514870044.0,False,26.0,Kepolisian
INC-000855,2023-03-14,Bengkulu,Data Breach,Telekomunikasi,Critical,39985,699440811300.0,False,20.0,Kominfo
INC-000469,2023-10-15,Riau,Ransomware,Telekomunikasi,High,3513,74678264970.0,False,0.0,Laporan Publik
INC-001101,2021-03-20,Jawa Barat,DDoS,Kesehatan,Low,94,308098160.0,True,11.0,Laporan Publik
INC-000405,2022-06-19,Bali,Data Breach,Asuransi,Critical,52529,341263053140.0,True,23.0,Laporan Publik
INC-001409,2024-06-01,DKI Jakarta,Business Email Compromise,Pendidikan,Medium,727,369061550.0,True,27.0,Kominfo
INC-001044,2023-03-06,Jawa Timur,Phishing,Telekomunikasi,High,1259,35259478460.0,False,2.0,BSSN
INC-000695,2023-05-11,Sulawesi Utara,Data Breach,Pendidikan,High,171,6829203060.0,True,6.0,Kominfo
INC-001434,2022-06-24,Banten,Malware,Pendidikan,High,333,12491883945.0,False,58.0,BSSN
INC-000914,2021-03-20,Bali,DDoS,Asuransi,High,1506,18817537770.0,True,31.0,BSSN
INC-000332,2023-06-10,Jawa Barat,Data Breach,Manufaktur,High,6602,221190536130.0,False,13.0,Laporan Publik
INC-001233,2023-03-25,Banten,Credential Stuffing,Energi,Medium,561,365626701.0,False,61.0,Laporan Publik
INC-001313,2021-08-06,Aceh,DDoS,UMKM,Medium,290,365153210.0,False,87.0,BSSN
INC-001153,2022-08-04,Sumatera Utara,DDoS,Perbankan,Critical,91999,4067839743870.0,True,29.0,Kominfo
INC-000481,2022-02-12,Jawa Tengah,Phishing,Transportasi,Medium,217,1152764977.0,True,3.0,BSSN
INC-000541,2021-11-24,Nusa Tenggara Timur,Malware,Asuransi,Medium,891,8837800488.0,False,16.0,Kominfo
INC-000828,2021-10-25,Jawa Timur,SQL Injection,UMKM,Medium,695,2983562720.0,False,142.0,Laporan Publik
INC-001209,2023-04-03,DKI Jakarta,Data Breach,Perbankan,Medium,86,537214910.0,True,27.0,Laporan Publik
INC-000096,2023-07-31,Jawa Tengah,Phishing,Asuransi,Medium,961,7943420346.0,False,15.0,BSSN
INC-000440,2023-07-26,Bali,Phishing,Manufaktur,Low,83,454994546.0,False,143.0,Kominfo
INC-001370,2024-08-05,Aceh,Malware,UMKM,Medium,362,3316960750.0,True,12.0,Laporan Publik
INC-000208,2023-05-28,DKI Jakarta,Ransomware,Perbankan,Critical,5725,16762971750.0,False,,Kepolisian
INC-000168,2023-03-24,Sumatera Utara,Data Breach,E-Commerce,Critical,37558,2881634169780.0,False,54.0,Kepolisian
INC-000322,2022-07-09,Sulawesi Barat,Data Breach,Fintech,High,2820,107152315500.0,True,119.0,BSSN
INC-000159,2022-05-03,Jawa Barat,Cryptojacking,Manufaktur,Medium,218,1676952574.0,True,24.0,Kepolisian
INC-001418,2024-01-24,DKI Jakarta,Data Breach,Manufaktur,High,816,7916097600.0,True,19.0,BSSN
INC-001159,2020-02-28,Kalimantan Selatan,Malware,E-Commerce,High,868,41471065300.0,False,89.0,BSSN
INC-000680,2022-12-28,Jawa Barat,DDoS,Fintech,Medium,436,3085534940.0,True,18.0,Kepolisian
INC-000008,2022-04-02,DKI Jakarta,SQL Injection,Pendidikan,Medium,676,3484360204.0,True,12.0,Laporan Publik
INC-001149,2021-11-22,DKI Jakarta,Phishing,Kesehatan,High,1104,11643479520.0,True,13.0,BSSN
INC-000652,2020-03-31,DKI Jakarta,Malware,Asuransi,High,482,20338351500.0,True,14.0,Kominfo
INC-000790,2023-10-21,Jawa Tengah,Malware,Transportasi,Medium,488,1467351584.0,True,90.0,Kominfo
INC-001287,2022-06-18,Sulawesi Tenggara,Social Engineering,Kesehatan,Medium,697,3513270320.0,False,37.0,Kepolisian
INC-000903,2022-12-15,Sulawesi Barat,Ransomware,Kesehatan,Critical,85739,7663110036020.0,True,1.0,Laporan Publik
INC-000129,2020-09-05,Maluku Utara,Ransomware,Fintech,High,6822,85002154110.0,False,17.0,Laporan Publik
INC-000065,2022-06-12,Papua,Website Defacement,Media,Medium,277,1245143254.0,True,3.0,Laporan Publik
INC-001460,2021-08-23,DKI Jakarta,Social Engineering,E-Commerce,Medium,656,5993573520.0,False,45.0,Kepolisian
INC-001056,2021-03-18,DKI Jakarta,Business Email Compromise,Media,Low,57,,False,78.0,Laporan Publik
INC-000408,2023-12-13,Jawa Timur,Malware,Media,Medium,332,3205577860.0,True,70.0,Kepolisian
INC-000511,2022-08-17,Jawa Barat,Data Breach,Energi,Low,79,693652153.0,True,65.0,Laporan Publik
INC-000808,2023-01-05,Jawa Barat,Data Breach,Ritel,High,4582,100016583300.0,True,13.0,BSSN
INC-000605,2024-11-07,Sumatera Selatan,Credential Stuffing,Pendidikan,High,145,5618975475.0,True,48.0,Laporan Publik
INC-000613,2023-08-30,Banten,Phishing,E-Commerce,Medium,239,1689579191.0,True,30.0,Laporan Publik
INC-000521,2024-11-01,Bangka Belitung,Data Breach,Fintech,Low,81,556202619.0,True,34.0,Kominfo
INC-001111,2024-07-08,Banten,Social Engineering,Perbankan,High,794,5501629970.0,True,26.0,Laporan Publik
INC-001049,2022-07-18,Aceh,Malware,UMKM,Medium,347,1830388565.0,True,39.0,Laporan Publik
INC-001360,2023-05-24,Jawa Timur,Ransomware,Perbankan,High,4180,121545496600.0,True,11.0,Kepolisian
INC-000139,2023-02-09,Kalimantan Barat,DDoS,UMKM,Critical,30047,1410938612840.0,False,61.0,BSSN
INC-000689,2024-08-02,Jawa Barat,Phishing,Fintech,Medium,473,3547611628.0,True,14.0,Kominfo
INC-000627,2022-01-12,DKI Jakarta,Phishing,Media,Low,89,432685159.0,True,16.0,Laporan Publik
INC-000426,2021-11-17,Jawa Barat,Data Breach,Manufaktur,High,8086,154912477460.0,True,18.0,BSSN
INC-001385,2022-03-13,DKI Jakarta,SQL Injection,Pemerintahan,Medium,871,8119320898.0,True,10.0,Kominfo
INC-000179,2021-11-21,Jawa Tengah,Malware,Kesehatan,High,1479,70498472490.0,True,34.0,BSSN
INC-001057,2023-05-21,Jawa Timur,Phishing,UMKM,Medium,240,489770640.0,True,15.0,Kominfo
INC-000672,2023-01-22,Maluku,Malware,Media,High,180,2600577000.0,False,9.0,Kepolisian
INC-001135,2024-09-16,Maluku Utara,SQL Injection,Asuransi,High,4202,60933454120.0,True,39.0,Kominfo
INC-000251,2022-02-27,Jawa Barat,DDoS,UMKM,Low,81,527355603.0,True,14.0,BSSN
INC-000334,2022-06-22,DKI Jakarta,Zero-Day Exploit,Media,High,6329,315456441935.0,True,24.0,Kominfo
INC-001198,2022-07-27,Papua,Malware,Manufaktur,Critical,15439,716191588330.0,True,104.0,Kominfo
INC-000074,2023-04-10,Jawa Barat,Social Engineering,Telekomunikasi,Critical,57565,2111556156250.0,False,,BSSN
INC-001449,2022-09-29,Jawa Timur,Zero-Day Exploit,Kesehatan,Critical,1799,99164460010.0,True,41.0,Laporan Publik
INC-000582,2024-06-04,Papua Barat,Data Breach,Ritel,Critical,84602,3643241306600.0,True,82.0,Laporan Publik
INC-000842,2024-01-24,Sumatera Selatan,DDoS,Telekomunikasi,Medium,432,3183460704.0,False,59.0,BSSN
INC-000538,2024-06-05,Banten,Ransomware,Kesehatan,Critical,99078,7432462989840.0,False,2.0,Kominfo
INC-000054,2021-08-10,Jambi,Ransomware,Transportasi,Critical,51621,1601973592770.0,True,7.0,Laporan Publik
INC-000018,2022-11-17,Banten,Data Breach,Fintech,Medium,845,7243943330.0,True,1.0,Kepolisian
INC-001339,2024-01-30,Kalimantan Selatan,Business Email Compromise,Fintech,Medium,463,2324654013.0,False,115.0,Laporan Publik
INC-000076,2023-06-28,Jawa Tengah,Credential Stuffing,Ritel,Medium,807,7781792862.0,False,67.0,Laporan Publik
INC-001387,2022-10-25,Nusa Tenggara Timur,Website Defacement,Fintech,Critical,13834,1221463346200.0,True,53.0,Laporan Publik
INC-000389,2020-11-08,Aceh,Malware,Manufaktur,Low,91,91696241.0,False,17.0,Kominfo
INC-001270,2022-01-26,Jawa Tengah,Data Breach,Pendidikan,High,519,13574784945.0,True,7.0,BSSN
INC-001320,2022-07-16,Sulawesi Selatan,Data Breach,Kesehatan,Critical,6782,539542416920.0,True,3.0,Kepolisian
INC-000133,2024-01-12,Maluku Utara,Social Engineering,Fintech,Low,91,777087766.0,False,21.0,Laporan Publik
INC-001262,2021-07-18,DKI Jakarta,Ransomware,E-Commerce,Critical,32153,2012039245590.0,False,15.0,Laporan Publik
INC-000736,2024-06-02,Banten,DDoS,Asuransi,High,7741,301168327010.0,True,4.0,BSSN
INC-000727,2023-01-14,Sumatera Utara,Ransomware,Ritel,Critical,13975,1173737331000.0,False,47.0,Laporan Publik
INC-000448,2022-06-04,Jawa Timur,DDoS,Media,High,1885,73939813025.0,True,49.0,Kepolisian
INC-000782,2023-07-28,Jawa Timur,DDoS,Energi,Low,67,314469659.0,False,39.0,Kepolisian
INC-000812,2024-05-16,Jawa Barat,Social Engineering,Transportasi,Critical,40574,4050000925360.0,True,56.0,BSSN
INC-000879,2020-12-03,DKI Jakarta,Malware,UMKM,Medium,712,468577168.0,False,32.0,Laporan Publik
INC-000967,2024-06-19,DKI Jakarta,Website Defacement,Perbankan,Medium,98,705532576.0,False,23.0,BSSN
INC-000482,2021-10-01,DKI Jakarta,Phishing,Media,Low,33,27537147.0,True,41.0,Laporan Publik
INC-000058,2023-06-02,Lampung,Malware,Energi,Medium,312,1361119656.0,True,73.0,BSSN
INC-001199,2022-10-06,Bengkulu,DDoS,Energi,Critical,45518,1234089478160.0,True,15.0,Kominfo
INC-000684,2024-06-23,DKI Jakarta,Man-in-the-Middle,Pemerintahan,Low,40,,True,10.0,Kominfo
INC-000506,2022-08-25,Banten,Cryptojacking,Kesehatan,Low,24,238904376.0,False,18.0,Kepolisian
INC-000400,2023-07-28,Jawa Timur,Ransomware,Media,High,3152,99271924800.0,True,11.0,Laporan Publik
INC-000278,2024-08-28,Jawa Timur,Phishing,Media,Medium,238,1784645856.0,False,8.0,Kepolisian
INC-000021,2022-05-07,Bali,Ransomware,Asuransi,Critical,89444,5687945209000.0,True,6.0,Laporan Publik
INC-000354,2021-10-02,DKI Jakarta,Social Engineering,Pemerintahan,Low,32,102979616.0,True,25.0,Kominfo
INC-000118,2022-11-22,Banten,Malware,UMKM,Medium,64,574285312.0,True,13.0,BSSN
INC-000639,2021-12-27,Jawa Timur,DDoS,E-Commerce,Medium,823,4402057462.0,True,6.0,Kominfo
INC-000406,2022-08-17,DKI Jakarta,Social Engineering,Pendidikan,Low,25,102075675.0,True,27.0,Kepolisian
INC-000870,2020-02-26,Jawa Timur,Zero-Day Exploit,Perbankan,Medium,918,4885591410.0,True,96.0,BSSN
INC-001448,2020-04-21,Sulawesi Selatan,SQL Injection,Pemerintahan,Critical,67267,549017782590.0,False,41.0,BSSN
INC-001002,2021-11-13,Sumatera Barat,Social Engineering,Energi,Critical,10399,768399268350.0,True,104.0,Kepolisian
INC-000928,2023-09-18,Banten,Phishing,Telekomunikasi,Medium,658,1932502572.0,True,133.0,Kepolisian
INC-000510,2022-09-23,Jawa Tengah,Data Breach,Manufaktur,Low,63,417402594.0,True,55.0,Laporan Publik
INC-000003,2023-05-23,Jawa Barat,Phishing,Media,High,3858,143817636660.0,True,20.0,Kominfo
INC-001377,2023-01-24,Jawa Barat,Data Breach,Ritel,Medium,539,5127536106.0,True,24.0,Kominfo
INC-001188,2021-07-24,Maluku,Phishing,Asuransi,High,3335,159752019425.0,True,73.0,Kepolisian
INC-000738,2022-10-23,DKI Jakarta,DDoS,Asuransi,High,9934,219987138580.0,False,41.0,BSSN
INC-001100,2020-08-14,Jawa Timur,Malware,Perbankan,High,9290,460210992800.0,False,23.0,Kominfo
INC-000504,2023-09-22,Jawa Timur,DDoS,Media,High,7623,223207424055.0,False,40.0,Laporan Publik
INC-001357,2023-10-31,Jawa Barat,Business Email Compromise,Ritel,High,8335,401339335150.0,True,16.0,Kominfo
INC-001295,2023-07-20,Jawa Tengah,Phishing,Telekomunikasi,Low,32,305791488.0,True,88.0,Kominfo
INC-000020,2022-09-02,DKI Jakarta,Malware,Perbankan,Low,77,303884812.0,True,6.0,Kepolisian
INC-000494,2022-12-19,DKI Jakarta,Man-in-the-Middle,Pemerintahan,Critical,85853,4103788853540.0,True,19.0,BSSN
INC-001028,2024-04-25,Maluku,Ransomware,Telekomunikasi,Critical,47716,2855670903840.0,True,43.0,Kepolisian
INC-000224,2022-08-20,Kalimantan Selatan,Zero-Day Exploit,Manufaktur,Low,14,129641078.0,True,75.0,Kominfo
INC-000007,2024-02-11,Sulawesi Tengah,Phishing,Pendidikan,Medium,13,117568646.0,False,23.0,Kepolisian
INC-000550,2021-09-11,DKI Jakarta,Zero-Day Exploit,E-Commerce,High,659,16728836915.0,True,48.0,Kominfo
INC-000892,2020-08-04,Jawa Tengah,Credential Stuffing,Fintech,High,9778,471705875900.0,False,35.0,Laporan Publik
INC-000218,2021-12-07,Kepulauan Riau,Malware,Telekomunikasi,High,1523,35245707670.0,True,32.0,Kepolisian
INC-000073,2022-07-08,Maluku Utara,Data Breach,Manufaktur,Medium,316,2010628368.0,False,18.0,Kominfo
INC-000630,2020-09-22,Lampung,Man-in-the-Middle,Pemerintahan,Low,15,43612515.0,True,30.0,Laporan Publik
INC-000917,2021-01-19,Banten,Social Engineering,Transportasi,Medium,91,416655603.0,True,14.0,Laporan Publik
INC-000135,2021-12-19,DKI Jakarta,Insider Threat,Perbankan,Medium,980,2500570940.0,False,14.0,BSSN
INC-001218,2020-10-19,Jawa Barat,DDoS,Fintech,Low,27,,True,31.0,Laporan Publik
INC-001134,2024-04-10,DKI Jakarta,Social Engineering,Media,High,353,7402229970.0,True,27.0,BSSN
INC-000514,2021-07-23,Jawa Tengah,Social Engineering,Media,High,9472,323369201920.0,True,3.0,BSSN
INC-000097,2021-02-19,Bangka Belitung,DDoS,Energi,Critical,85216,3645478272320.0,False,52.0,BSSN
INC-000730,2023-03-21,Kalimantan Selatan,Data Breach,Manufaktur,Medium,727,5456412714.0,True,89.0,BSSN
INC-001394,2022-12-01,Jawa Barat,Ransomware,Transportasi,Critical,24123,51879888720.0,True,13.0,Kepolisian
INC-000276,2020-11-17,DKI Jakarta,SQL Injection,UMKM,Critical,14739,680065861230.0,True,139.0,Laporan Publik
INC-001325,2024-03-20,Kalimantan Barat,Phishing,Perbankan,Medium,262,2292439478.0,True,4.0,Kominfo
INC-000770,2024-06-26,Kalimantan Utara,Phishing,Fintech,High,9940,432080369000.0,True,23.0,BSSN
INC-000079,2020-09-18,Jawa Barat,Ransomware,Energi,High,5746,43445793300.0,False,33.0,BSSN
INC-001375,2024-05-09,DKI Jakarta,DDoS,Kesehatan,Medium,200,603394200.0,True,62.0,Kominfo
INC-000422,2022-05-24,Banten,Data Breach,E-Commerce,Critical,53726,,True,3.0,Laporan Publik
INC-000005,2024-10-21,Kalimantan Timur,SQL Injection,E-Commerce,Medium,957,1892304810.0,True,124.0,Kepolisian
INC-000107,2023-01-20,DKI Jakarta,Malware,Pendidikan,Medium,671,588054335.0,True,48.0,Kepolisian
INC-000942,2023-03-18,Jawa Timur,Data Breach,Pemerintahan,Medium,907,5087211531.0,False,82.0,Laporan Publik
INC-000259,2023-01-23,Jawa Barat,SQL Injection,Fintech,High,1503,35392907025.0,True,93.0,Kepolisian
INC-000852,2022-06-02,DKI Jakarta,Ransomware,UMKM,High,964,39440459760.0,True,4.0,BSSN
INC-000779,2023-10-30,Jawa Timur,Data Breach,Pendidikan,High,9575,56044773000.0,False,30.0,BSSN
INC-000559,2022-08-01,Sulawesi Selatan,Ransomware,Telekomunikasi,Critical,58920,,True,37.0,Kepolisian
